# Supplementary Table 3. Transcription units (TU) defined by SEnd-seq. TUs were defined based on E. coli genome NC_000913.3 and the TSS and TTS detected in this work. The genes covered by each TU are listed.,,,,,
start,stop,strand,length,genes_number,genes_names
3293369,3295543,+,2175,2,lpoA:yraN
3293369,3297036,+,3668,4,lpoA:diaA:yraN:yraP
3294917,3295543,+,627,2,lpoA:yraN
3295708,3297036,+,1329,3,diaA:yraP:yraN
3295715,3297036,+,1322,3,diaA:yraN:yraP
3295743,3297036,+,1294,3,diaA:yraN:yraP
3296992,3298172,-,1181,1,yraQ
3298907,3299644,+,738,1,yhbO
3296992,3298912,-,1921,2,yraR:yraQ
3300209,3301301,-,1093,2,yhbS:yhbT
3300209,3301368,-,1160,2,yhbT:yhbS
3300209,3301412,-,1204,2,yhbS:yhbT
3300209,3301612,-,1404,2,yhbS:yhbT
3303411,3304572,+,1162,1,yhbW
3303422,3304572,+,1151,1,yhbW
3304466,3305014,-,549,1,mtr
3304466,3305860,-,1395,1,mtr
3305899,3307885,-,1987,2,yrbN:deaD
3305899,3308698,-,2800,3,nlpI:deaD:yrbN
3307973,3308698,-,726,1,nlpI
3307973,3308871,-,899,1,nlpI
3307973,3309284,-,1312,2,nlpI:pnp
3308994,3309284,-,291,1,pnp
3311370,3311786,-,417,1,rpsO
3311370,3313170,-,1801,3,rpsO:truB:rbfA
3311370,3313855,-,2486,4,rbfA:truB:rpsO:infB
3313194,3313855,-,662,1,infB
3311370,3317214,-,5845,5,infB:nusA:rbfA:rpsO:truB
3313194,3317214,-,4021,2,nusA:infB
3311370,3318175,-,6806,6,rimP:infB:rbfA:rpsO:truB:nusA
3313194,3318175,-,4982,3,nusA:rimP:infB
3318529,3320017,+,1489,1,argG
3318559,3320017,+,1459,1,argG
3322030,3322587,-,558,2,secG:leuU
3322030,3322634,-,605,2,leuU:secG
3322030,3324325,-,2296,4,folP:glmM:secG:leuU
3322687,3324325,-,1639,2,glmM:folP
3324939,3326978,-,2040,1,ftsH
3322687,3326978,-,4292,3,ftsH:glmM:folP
3327621,3328196,+,576,1,yhbY
3322030,3327731,-,5702,6,glmM:folP:rlmE:leuU:secG:ftsH
3322687,3327731,-,5045,4,rlmE:ftsH:glmM:folP
3324939,3327731,-,2793,2,rlmE:ftsH
3327758,3328196,+,439,1,yhbY
3324939,3328087,-,3149,2,ftsH:rlmE
3322687,3328087,-,5401,4,ftsH:rlmE:glmM:folP
3328168,3328851,-,684,1,greA
3322687,3328851,-,6165,5,folP:glmM:greA:rlmE:ftsH
3324939,3328851,-,3913,3,greA:rlmE:ftsH
3328168,3328861,-,694,1,greA
3322687,3328861,-,6175,5,ftsH:greA:rlmE:folP:glmM
3324939,3328861,-,3923,3,greA:rlmE:ftsH
3322687,3328961,-,6275,5,folP:glmM:greA:rlmE:ftsH
3324939,3328961,-,4023,3,ftsH:rlmE:greA
3328168,3328961,-,794,1,greA
3322687,3329854,-,7168,5,folP:glmM:ftsH:greA:rlmE
3324939,3329854,-,4916,3,rlmE:greA:ftsH
3328168,3329854,-,1687,1,greA
3330400,3330962,-,563,1,obgE
3322687,3330962,-,8276,6,rlmE:greA:ftsH:glmM:folP:obgE
3324939,3330962,-,6024,4,greA:rlmE:ftsH:obgE
3328168,3330962,-,2795,2,obgE:greA
3330400,3332141,-,1742,2,obgE:yhbE
3333511,3334718,+,1208,1,ispB
3330400,3333516,-,3117,4,rpmA:obgE:rplU:yhbE
3332805,3333516,-,712,2,rplU:rpmA
3333568,3334718,+,1151,1,ispB
3333624,3334718,+,1095,1,ispB
3333635,3334718,+,1084,1,ispB
3332805,3333638,-,834,2,rplU:rpmA
3332805,3336832,-,4028,4,murA:rplU:rpmA:ibaG
3335195,3336832,-,1638,2,murA:ibaG
3336873,3337936,-,1064,3,mlaD:mlaB:mlaC
3336918,3337936,-,1019,3,mlaD:mlaB:mlaC
3336873,3338071,-,1199,3,mlaB:mlaC:mlaD
3336918,3338071,-,1154,3,mlaB:mlaC:mlaD
3332805,3340121,-,7317,9,mlaE:mlaD:rpmA:rplU:mlaB:ibaG:mlaC:mlaF:murA
3335195,3340121,-,4927,7,mlaE:mlaD:mlaB:ibaG:mlaC:mlaF:murA
3336873,3340121,-,3249,5,mlaE:mlaD:mlaB:mlaC:mlaF
3336918,3340121,-,3204,5,mlaB:mlaC:mlaE:mlaD:mlaF
3336873,3340243,-,3371,5,mlaF:mlaD:mlaE:mlaC:mlaB
3336918,3340243,-,3326,5,mlaC:mlaB:mlaD:mlaE:mlaF
3348424,3349180,+,757,1,yrbL
3350576,3350696,+,121,1,arcZ
3354510,3360660,+,6151,2,gltB:gltD
3359136,3360660,+,1525,2,gltB:gltD
3368967,3370087,-,1121,2,nanK:yhcH
3368967,3370766,-,1800,3,yhcH:nanK:nanE
3368967,3371447,-,2481,4,yhcH:nanK:nanE:nanT
3368967,3373620,-,4654,5,nanT:nanA:nanK:nanE:yhcH
3372618,3373620,-,1003,1,nanA
3373646,3374518,-,873,1,nanR
3376247,3377566,-,1320,2,sspB:sspA
3377754,3378808,-,1055,2,rplM:rpsI
3376247,3378808,-,2562,4,sspB:rplM:rpsI:sspA
3377754,3379275,-,1522,3,rpsI:yhcM:rplM
3379904,3380623,+,720,1,yhcB
3379904,3382154,+,2251,2,yhcB:degQ
3379904,3383315,+,3412,3,degS:yhcB:degQ
3380006,3380623,+,618,1,yhcB
3380006,3382154,+,2149,2,yhcB:degQ
3380006,3383315,+,3310,3,degQ:yhcB:degS
3377754,3380059,-,2306,3,yhcM:rpsI:rplM
3380125,3380623,+,499,1,yhcB
3380125,3382154,+,2030,2,yhcB:degQ
3380125,3383315,+,3191,3,degQ:degS:yhcB
3380653,3382154,+,1502,1,degQ
3380653,3383315,+,2663,2,degS:degQ
3380697,3382154,+,1458,1,degQ
3380697,3383315,+,2619,2,degQ:degS
3382172,3383315,+,1144,1,degS
3377754,3384472,-,6719,4,rplM:mdh:yhcM:rpsI
3383282,3384472,-,1191,1,mdh
3384602,3385206,+,605,1,argR
3384676,3385206,+,531,1,argR
3383282,3385241,-,1960,1,mdh
3385481,3385851,+,371,1,yhcN
3385823,3386169,-,347,1,yhcO
3388942,3390539,+,1598,1,aaeR
3389478,3390539,+,1062,1,aaeR
3390502,3392421,-,1920,1,tldD
3390502,3392838,-,2337,2,yhdP:tldD
3403229,3404496,+,1268,1,acuI
3403377,3404496,+,1120,1,acuI
3403444,3404496,+,1053,1,acuI
3405138,3407309,+,2172,2,accB:accC
3405170,3407309,+,2140,2,accC:accB
3405170,3410050,+,4881,5,accC:accB:panF:prmA:yhdT
3405245,3407309,+,2065,2,accC:accB
3405245,3410050,+,4806,5,accB:accC:panF:yhdT:prmA
3407349,3410050,+,2702,3,yhdT:prmA:panF
3408652,3410050,+,1399,2,prmA:panF
3410246,3411629,+,1384,2,dusB:fis
3417221,3418175,+,955,1,acrF
3418330,3418756,+,427,1,yhdV
3423380,3426783,-,3404,4,thrV:rrfD:rrfF:rrlD
3428901,3429912,+,1012,1,yrdA
3429199,3429912,+,714,1,yrdA
3429211,3429912,+,702,1,yrdA
3429641,3431019,-,1379,3,aroE:tsaC:yrdB
3429641,3432603,-,2963,6,smg:aroE:yrdB:tsaC:smf:yrdD
3429641,3432665,-,3025,6,aroE:smg:yrdD:tsaC:smf:yrdB
3429641,3433604,-,3964,6,smg:aroE:yrdB:tsaC:smf:yrdD
3433649,3434286,+,638,2,fmt:def
3433649,3435199,+,1551,2,def:fmt
3433649,3437925,+,4277,4,rsmB:trkA:def:fmt
3433649,3438496,+,4848,5,mscL:trkA:fmt:def:rsmB
3436487,3437925,+,1439,2,trkA:rsmB
3436921,3437925,+,1005,1,trkA
3437904,3438496,+,593,1,mscL
3437989,3438496,+,508,1,mscL
3438000,3438496,+,497,1,mscL
3439573,3442564,-,2992,5,rpsD:rplQ:rpsK:rpsM:rpoA
3439573,3443350,-,3778,7,secY:rpmJ:rpsK:rpoA:rpsM:rplQ:rpsD
3439573,3448222,-,8650,17,rplE:rpmJ:secY:rplR:rplQ:rplO:rpsE:rplF:rpsH:rpsK:rpmD:rpoA:rpsM:rplX:rpsN:rpsD:rplN
3439573,3448301,-,8729,17,rpsN:rplX:rpsM:rpoA:rpmD:rpsK:rpsH:rplN:rpsD:rpmJ:secY:rplE:rpsE:rplF:rplO:rplQ:rplR
3448261,3449128,-,868,3,rpmC:rpsQ:rplP
3448261,3453441,-,5181,11,rpsS:rplP:rpsC:rplB:rplD:rplV:rplC:rpsQ:rpmC:rpsJ:rplW
3465913,3466245,+,333,1,gspO
3466216,3466747,-,532,1,bfr
3466216,3467010,-,795,2,bfr:bfd
3467122,3467777,-,656,1,chiA
3467122,3468202,-,1081,1,chiA
3467122,3469118,-,1997,1,chiA
3467122,3469163,-,2042,1,chiA
3470093,3471583,-,1491,2,tufA:fusA
3470093,3471724,-,1632,2,fusA:tufA
3470093,3471873,-,1781,2,tufA:fusA
3470093,3474620,-,4528,4,rpsL:tufA:fusA:rpsG
3470093,3474719,-,4627,5,fusA:rpsG:tufA:rpsL:tusB
3470093,3474800,-,4708,5,tusB:rpsL:rpsG:fusA:tufA
3477125,3477893,+,769,1,slyX
3476569,3477468,-,900,1,fkpA
3477472,3477893,+,422,1,slyX
3476569,3477510,-,942,1,fkpA
3476569,3477526,-,958,1,fkpA
3477614,3477893,+,280,1,slyX
3476569,3478525,-,1957,2,fkpA:slyD
3477862,3478525,-,664,1,slyD
3476569,3478558,-,1990,2,fkpA:slyD
3477862,3478558,-,697,1,slyD
3477862,3478687,-,826,2,yheV:slyD
3477862,3479077,-,1216,3,slyD:yheV:kefB
3481064,3485398,+,4335,4,yheU:prkB:yheT:yheS
3481196,3485398,+,4203,4,prkB:yheU:yheT:yheS
3481217,3485398,+,4182,4,prkB:yheU:yheT:yheS
3483976,3485398,+,1423,3,yheT:yheU:prkB
3484310,3485398,+,1089,2,prkB:yheU
3485366,3485844,-,479,1,yhfA
3485847,3486794,+,948,2,yhfK:crp
3485952,3486794,+,843,2,crp:yhfK
3485366,3485952,-,587,1,yhfA
3485366,3486318,-,953,1,yhfA
3488789,3490221,-,1433,1,argD
3488789,3490851,-,2063,2,pabA:argD
3492519,3493788,+,1270,1,tsgA
3493986,3496955,+,2970,2,nirB:nirD
3494555,3496955,+,2401,2,nirB:nirD
3497752,3499233,+,1482,2,nirC:cysG
3502575,3503989,+,1415,2,frlD:frlC
3503051,3503989,+,939,2,frlC:frlD
3504796,3505691,-,896,1,yhfS
3504796,3506484,-,1689,2,yhfT:yhfS
3504796,3507491,-,2696,3,yhfT:yhfS:yhfU
3512462,3513698,-,1237,2,trpS:gph
3512462,3515154,-,2693,4,gph:rpe:dam:trpS
3512462,3515439,-,2978,4,rpe:gph:trpS:dam
3512462,3517599,-,5138,6,aroB:damX:gph:rpe:dam:trpS
3515769,3517599,-,1831,3,aroB:damX:dam
3515769,3517752,-,1984,3,dam:aroB:damX
3515769,3519166,-,3398,4,dam:aroK:damX:aroB
3515769,3519380,-,3612,4,dam:aroK:damX:aroB
3522825,3525450,+,2626,1,mrcA
3522893,3525450,+,2558,1,mrcA
3525422,3526173,-,752,1,nudE
3525422,3526232,-,811,1,nudE
3525422,3526244,-,823,1,nudE
3528640,3530689,+,2050,3,hslR:hslO:yrfG
3528873,3530689,+,1817,3,yrfG:hslO:hslR
3529109,3530689,+,1581,3,yrfG:hslR:hslO
3530656,3531642,-,987,1,yhgE
3530656,3532463,-,1808,1,yhgE
3532668,3534516,+,1849,1,pck
3532679,3534516,+,1838,1,pck
3532790,3534516,+,1727,1,pck
3536437,3537338,+,902,1,greB
3536437,3539832,+,3396,2,yhgF:greB
3534482,3536619,-,2138,2,ompR:envZ
3536636,3537338,+,703,1,greB
3534482,3536707,-,2226,2,envZ:ompR
3534482,3536732,-,2251,2,ompR:envZ
3537353,3539832,+,2480,1,yhgF
3540057,3543021,+,2965,3,feoB:feoC:feoA
3542442,3543021,+,580,2,feoC:feoB
3544028,3544875,-,848,1,bioH
3545183,3546256,+,1074,2,nfuA:gntX
3545183,3546294,+,1112,2,nfuA:gntX
3545457,3546256,+,800,2,nfuA:gntX
3545457,3546294,+,838,2,nfuA:gntX
3545596,3546256,+,661,1,nfuA
3545596,3546294,+,699,1,nfuA
3546404,3547978,+,1575,1,gntT
3546445,3547978,+,1534,1,gntT
3546599,3547978,+,1380,1,gntT
3546630,3547978,+,1349,1,gntT
3547103,3547978,+,876,1,gntT
3547881,3548516,-,636,1,malQ
3547881,3548885,-,1005,1,malQ
3547881,3552502,-,4622,2,malQ:malP
3549913,3552502,-,2590,2,malQ:malP
3547881,3552510,-,4630,2,malQ:malP
3549913,3552510,-,2598,2,malP:malQ
3547881,3552607,-,4727,2,malP:malQ
3549913,3552607,-,2695,2,malQ:malP
3564090,3564709,-,620,1,glgP
3564090,3564984,-,895,1,glgP
3564090,3565504,-,1415,1,glgP
3564090,3566852,-,2763,2,glgA:glgP
3564090,3568390,-,4301,3,glgC:glgA:glgP
3564090,3569874,-,5785,4,glgX:glgC:glgA:glgP
3574658,3575715,+,1058,1,yhgN
3573733,3574937,-,1205,1,asd
3573733,3575044,-,1312,1,asd
3575554,3575715,+,162,1,yhgN
3575680,3577643,-,1964,2,gntU:gntK
3577660,3578132,-,473,1,gntR
3575680,3578226,-,2547,3,gntR:gntU:gntK
3577660,3578226,-,567,1,gntR
3577660,3578753,-,1094,1,gntR
3579716,3580017,-,302,1,yhhX
3579716,3580829,-,1114,1,yhhX
3580963,3581663,+,701,1,yhhY
3581110,3581663,+,554,1,yhhY
3585044,3586854,-,1811,1,ggt
3586919,3587467,+,549,1,yhhA
3592318,3592668,+,351,0,none
3590982,3592424,-,1443,1,ugpB
3592435,3592668,+,234,0,none
3592576,3593236,-,661,1,livF
3592576,3593576,-,1001,2,livF:livG
3592576,3595102,-,2527,3,livG:livM:livF
3592576,3595369,-,2794,3,livG:livM:livF
3592576,3597723,-,5148,5,livK:livH:livG:livM:livF
3592576,3597745,-,5170,5,livM:livF:livK:livH:livG
3597827,3598555,+,729,1,panM
3597871,3598555,+,685,1,panM
3597957,3598555,+,599,1,panM
3599881,3600863,-,983,1,rpoH
3599881,3600870,-,990,1,rpoH
3599881,3601003,-,1123,1,rpoH
3599881,3601651,-,1771,2,ftsX:rpoH
3604263,3605345,+,1083,2,rsmD:yhhL
3604326,3605345,+,1020,2,yhhL:rsmD
3605147,3605633,-,487,1,yhhM
3606421,3610563,+,4143,3,yhhQ:zntA:dcrB
3608649,3609019,-,371,1,tusA
3609119,3610563,+,1445,2,yhhQ:dcrB
3608649,3609475,-,827,1,tusA
3609916,3610563,+,648,1,dcrB
3612220,3613634,+,1415,2,yhhT:acpT
3612462,3613634,+,1173,2,yhhT:acpT
3612659,3613634,+,976,2,acpT:yhhT
3612938,3613634,+,697,1,acpT
3618536,3619035,+,500,2,nikR:nikE
3625626,3626378,-,753,1,yhhJ
3625626,3626767,-,1142,1,yhhJ
3625626,3630929,-,5304,3,yhiI:yhhJ:rbbA
3634741,3635947,+,1207,1,yhiM
3637521,3639360,+,1840,1,pitA
3637577,3639360,+,1784,1,pitA
3637611,3639360,+,1750,1,pitA
3639154,3639846,-,693,1,uspB
3639935,3640594,+,660,1,uspA
3639983,3640594,+,612,1,uspA
3640750,3642376,+,1627,1,dtpB
3640764,3642376,+,1613,1,dtpB
3640837,3642376,+,1540,1,dtpB
3642342,3643108,-,767,1,rsmJ
3642342,3645238,-,2897,2,prlC:rsmJ
3642342,3645249,-,2908,2,rsmJ:prlC
3645325,3647692,+,2368,2,gor:rlmJ
3646274,3647692,+,1419,1,gor
3646274,3648377,+,2104,3,agrB:agrA:gor
3647652,3647982,-,331,1,dinQ
3648061,3648377,+,317,2,agrA:agrB
3648137,3648377,+,241,2,agrB:agrA
3653935,3654571,+,637,1,slp
3655911,3656791,-,881,2,hdeB:hdeA
3656319,3656791,-,473,1,hdeA
3656959,3657621,+,663,1,hdeD
3657799,3659081,+,1283,1,gadE
3658243,3659081,+,839,1,gadE
3658243,3663578,+,5336,3,gadE:mdtF:mdtE
3661516,3663578,+,2063,1,mdtF
3661797,3662191,-,395,0,none
3662207,3663578,+,1372,1,mdtF
3662806,3663578,+,773,1,mdtF
3661797,3662878,-,1082,0,none
3661797,3664652,-,2856,1,gadW
3661797,3664665,-,2869,1,gadW
3664863,3664969,+,107,1,gadY
3661797,3665841,-,4045,2,gadW:gadX
3666117,3667608,-,1492,1,gadA
3661797,3667608,-,5812,3,gadW:gadA:gadX
3667750,3668105,-,356,1,yhjA
3667750,3668779,-,1030,1,yhjA
3667750,3669262,-,1513,1,yhjA
3672358,3674479,+,2122,2,yhjC:yhjD
3673330,3674479,+,1150,1,yhjD
3676253,3678380,-,2128,1,yhjG
3678993,3680554,+,1562,1,kdgK
3679194,3680554,+,1361,1,kdgK
3679359,3680554,+,1196,1,kdgK
3679391,3680554,+,1164,1,kdgK
3680361,3682015,-,1655,1,yhjJ
3680361,3682100,-,1740,1,yhjJ
3682060,3683498,-,1439,1,dctA
3682115,3683498,-,1384,1,dctA
3695852,3696364,-,513,1,yhjR
3695852,3696392,-,541,1,yhjR
3699897,3700272,-,376,1,ldrD
3701829,3707870,-,6042,5,dppD:dppC:dppA:dppB:dppF
3710691,3712044,-,1354,1,yhjX
3712288,3714180,+,1893,2,yiaC:tag
3712300,3714180,+,1881,2,yiaC:tag
3712740,3714180,+,1441,2,yiaC:tag
3713010,3714180,+,1171,2,yiaC:tag
3716502,3717247,+,746,1,yiaD
3716502,3718333,+,1832,2,yiaD:ghrB
3717286,3718333,+,1048,1,ghrB
3718267,3719097,-,831,1,yiaF
3718267,3719128,-,862,1,yiaF
3719430,3719818,+,389,1,yiaG
3719430,3720315,+,886,2,yiaG:cspA
3719888,3720315,+,428,1,cspA
3722285,3725354,-,3070,2,glyQ:glyS
3722285,3725372,-,3088,2,glyS:glyQ
3727879,3729964,-,2086,2,xylB:xylA
3729385,3729964,-,580,1,xylA
3729385,3730688,-,1304,1,xylA
3731070,3732157,+,1088,1,xylF
3736302,3737240,-,939,1,bax
3736302,3737274,-,973,1,bax
3737468,3739567,+,2100,1,malS
3736302,3737964,-,1663,1,bax
3739673,3741105,+,1433,1,avtA
3749974,3750816,+,843,2,sgbU:sgbE
3754807,3756535,-,1729,1,aldB
3761265,3761980,-,716,1,yibF
3772188,3774364,+,2177,1,mtlA
3773764,3774364,+,601,1,mtlA
3775097,3777159,+,2063,3,mtlR:yibL:mtlD
3775997,3776424,-,428,1,yibT
3776446,3777159,+,714,1,yibL
3775997,3776446,-,450,1,yibT
3776635,3777159,+,525,1,yibL
3775997,3776638,-,642,1,yibT
3777291,3781217,+,3927,4,lldD:lldP:trmL:lldR
3781198,3781730,+,533,1,trmL
3781692,3782681,-,990,2,cysE:gpsA
3781692,3784203,-,2512,4,secB:cysE:grxC:gpsA
3782585,3784203,-,1619,3,gpsA:grxC:secB
3783603,3784203,-,601,3,secB:gpsA:grxC
3775997,3784203,-,8207,5,gpsA:grxC:yibT:cysE:secB
3781692,3784506,-,2815,4,secB:cysE:gpsA:grxC
3782585,3784506,-,1922,3,secB:gpsA:grxC
3783603,3784506,-,904,3,gpsA:grxC:secB
3782585,3784967,-,2383,4,secB:yibN:grxC:gpsA
3783603,3784967,-,1365,4,grxC:gpsA:secB:yibN
3781692,3785055,-,3364,5,yibN:secB:cysE:grxC:gpsA
3782585,3785055,-,2471,4,secB:yibN:gpsA:grxC
3783603,3785055,-,1453,4,secB:yibN:gpsA:grxC
3790287,3792125,-,1839,2,kbl:tdh
3790287,3792577,-,2291,2,tdh:kbl
3790287,3792634,-,2348,2,tdh:kbl
3790287,3792677,-,2391,2,kbl:tdh
3790287,3792724,-,2438,2,tdh:kbl
3792750,3793711,-,962,1,yibB
3796627,3798250,+,1624,2,waaC:waaL
3797724,3798250,+,527,1,waaL
3808515,3810336,+,1822,2,coaD:waaA
3809408,3810336,+,929,2,coaD:waaA
3810306,3811175,-,870,1,mutM
3810306,3811811,-,1506,3,rpmB:mutM:rpmG
3811201,3811811,-,611,2,rpmG:rpmB
3810306,3811995,-,1690,4,rpmG:yicR:mutM:rpmB
3811201,3811995,-,795,3,rpmB:yicR:rpmG
3811201,3812577,-,1377,3,yicR:rpmG:rpmB
3812700,3815123,+,2424,3,dut:slmA:dfp
3813745,3815123,+,1379,3,dfp:slmA:dut
3815091,3815704,-,614,1,pyrE
3815800,3816577,-,778,0,none
3815091,3816577,-,1487,1,pyrE
3816647,3817606,+,960,1,yicC
3818853,3819541,+,689,1,yicG
3827287,3827811,-,525,1,gltS
3827287,3828332,-,1046,1,gltS
3827287,3828765,-,1479,1,gltS
3827287,3828795,-,1509,1,gltS
3827287,3828808,-,1522,1,gltS
3830430,3832209,+,1780,1,yicH
3838212,3839284,+,1073,1,yicL
3839126,3840016,-,891,1,nlpA
3839126,3840357,-,1232,1,nlpA
3840466,3841771,-,1306,1,nepI
3843909,3845761,+,1853,1,ade
3843931,3845761,+,1831,1,ade
3845731,3847198,-,1468,1,uhpT
3850751,3851962,-,1212,2,ilvN:ilvB
3850751,3853016,-,2266,3,ilvN:ivbL:ilvB
3852831,3853016,-,186,1,ivbL
3853337,3853692,+,356,1,tisB
3856394,3856911,+,518,1,yidI
3861134,3861979,-,846,0,none
3864565,3866344,-,1780,1,yidE
3866425,3867518,-,1094,2,ibpA:ibpB
3864565,3867518,-,2954,3,yidE:ibpB:ibpA
3867527,3868541,+,1015,1,yidQ
3867597,3868541,+,945,1,yidQ
3867607,3868541,+,935,1,yidQ
3867973,3869301,-,1329,1,yidR
3870354,3870722,-,369,1,dgoT
3870354,3870983,-,630,1,dgoT
3874220,3875186,-,967,2,dgoK:dgoR
3876094,3876975,-,882,1,yidA
3876094,3877511,-,1418,2,yidA:yidB
3877540,3878357,-,818,1,gyrB
3877540,3880151,-,2612,2,gyrB:recF
3877540,3880823,-,3284,2,recF:gyrB
3877540,3883879,-,6340,4,recF:gyrB:dnaA:dnaN
3877540,3883961,-,6422,4,dnaN:dnaA:gyrB:recF
3884049,3884541,+,493,2,rpmH:rnpA
3884067,3884541,+,475,2,rpmH:rnpA
3884067,3886771,+,2705,4,yidD:rnpA:rpmH:yidC
3884116,3884541,+,426,2,rpmH:rnpA
3884116,3886771,+,2656,4,yidC:rpmH:rnpA:yidD
3884239,3884541,+,303,2,rnpA:rpmH
3884239,3886771,+,2533,4,rpmH:rnpA:yidD:yidC
3884239,3888239,+,4001,5,yidD:rnpA:rpmH:yidC:mnmE
3885012,3886771,+,1760,2,yidD:yidC
3885012,3888239,+,3228,3,mnmE:yidC:yidD
3886751,3888239,+,1489,1,mnmE
3888410,3890187,+,1778,2,tnaC:tnaA
3888410,3891519,+,3110,3,tnaC:tnaB:tnaA
3892718,3895258,+,2541,4,yieE:yidZ:chrR:mdtL
3893828,3895258,+,1431,2,chrR:yieE
3893851,3895258,+,1408,2,chrR:yieE
3894346,3895258,+,913,2,chrR:yieE
3895219,3896373,-,1155,1,purP
3895219,3896639,-,1421,1,purP
3897991,3898662,+,672,1,cbrC
3898288,3898662,+,375,1,cbrC
3898624,3899292,-,669,1,yieK
3906809,3907902,-,1094,2,pstB:phoU
3906809,3911589,-,4781,5,pstC:phoU:pstA:pstS:pstB
3911805,3914360,-,2556,2,glmS:glmU
3911805,3915220,-,3416,2,glmU:glmS
3911805,3915324,-,3520,2,glmS:glmU
3911805,3915376,-,3572,2,glmS:glmU
3915502,3916475,-,974,2,atpC:atpD
3915502,3917737,-,2236,3,atpG:atpC:atpD
3915502,3919758,-,4257,4,atpG:atpC:atpD:atpA
3915502,3922525,-,7024,9,atpH:atpC:atpD:atpI:atpE:atpB:atpG:atpF:atpA
3915502,3922720,-,7219,9,atpE:atpI:atpB:atpG:atpC:atpH:atpD:atpA:atpF
3923320,3923737,+,418,0,none
3923340,3923737,+,398,0,none
3922924,3923752,-,829,2,mnmG:rsmG
3922924,3924313,-,1390,2,rsmG:mnmG
3923701,3924313,-,613,1,mnmG
3922924,3925680,-,2757,2,mnmG:rsmG
3923701,3925680,-,1980,1,mnmG
3923701,3926477,-,2777,2,mnmG:mioC
3927131,3928241,+,1111,1,asnA
3931258,3933221,+,1964,1,kup
3933321,3933642,+,322,1,rbsD
3933321,3937278,+,3958,4,rbsA:rbsD:rbsC:rbsB
3933321,3938386,+,5066,6,rbsD:rbsC:rbsB:rbsR:rbsA:rbsK
3935969,3937278,+,1310,2,rbsB:rbsC
3935969,3938386,+,2418,4,rbsB:rbsC:rbsR:rbsK
3936162,3937278,+,1117,2,rbsB:rbsC
3936162,3938386,+,2225,4,rbsC:rbsB:rbsR:rbsK
3937044,3938386,+,1343,3,rbsR:rbsB:rbsK
3937044,3937278,+,235,1,rbsB
3937237,3938386,+,1150,2,rbsR:rbsK
3941515,3947066,+,5552,6,rrlC:rrsC:rrfC:trpT:gltU:aspT
3941806,3947066,+,5261,6,aspT:gltU:trpT:rrfC:rrsC:rrlC
3941806,3948450,+,6645,7,gltU:aspT:trpT:rrfC:rrsC:yifE:rrlC
3943551,3947066,+,3516,4,trpT:aspT:rrfC:rrlC
3943551,3948450,+,4900,5,aspT:trpT:yifE:rrfC:rrlC
3943703,3947066,+,3364,4,rrlC:rrfC:trpT:aspT
3943703,3948450,+,4748,5,trpT:aspT:rrfC:yifE:rrlC
3947035,3947992,-,958,1,hdfR
3947035,3948020,-,986,1,hdfR
3948028,3948450,+,423,1,yifE
3948049,3948450,+,402,1,yifE
3947035,3948317,-,1283,1,hdfR
3947035,3949983,-,2949,2,hdfR:yifB
3950289,3950475,+,187,1,ilvL
3954683,3956991,+,2309,2,ilvD:ilvA
3954915,3956991,+,2077,2,ilvD:ilvA
3957915,3959531,+,1617,1,ilvC
3959498,3959842,-,345,1,ppiC
3959498,3959980,-,483,1,ppiC
3959498,3960323,-,826,1,ppiC
3959908,3960323,-,416,0,none
3959498,3960470,-,973,1,ppiC
3959908,3960470,-,563,0,none
3965372,3966140,+,769,1,trxA
3962697,3965630,-,2934,2,gpp:rhlB
3965649,3966140,+,492,1,trxA
3965649,3967721,+,2073,2,trxA:rho
3962697,3965656,-,2960,2,gpp:rhlB
3965690,3966140,+,451,1,trxA
3965690,3967721,+,2032,2,rho:trxA
3962697,3965700,-,3004,2,gpp:rhlB
3966161,3967721,+,1561,1,rho
3977375,3980743,+,3369,4,wecG:wzyE:wecF:wzxE
3977375,3982846,+,5472,9,hisR:wzyE:proM:leuT:wecG:wecF:wzxE:argX:yifK
3979616,3980743,+,1128,2,wzyE:wecG
3979781,3980743,+,963,2,wzyE:wecG
3979781,3982846,+,3066,7,wzyE:hisR:leuT:wecG:proM:argX:yifK
3980822,3982846,+,2025,5,proM:leuT:hisR:yifK:argX
3982163,3982846,+,684,5,proM:leuT:hisR:yifK:argX
3982361,3982846,+,486,4,proM:leuT:hisR:argX
3986431,3986638,+,208,1,glmZ
3986599,3986702,-,104,1,hemY
3986599,3987768,-,1170,1,hemY
3986599,3987865,-,1267,1,hemY
3986599,3989470,-,2872,3,hemX:hemD:hemY
3990773,3993736,+,2964,1,cyaA
3986599,3990789,-,4191,4,hemX:hemY:hemD:hemC
3986599,3990939,-,4341,4,hemY:hemC:hemD:hemX
3990951,3993736,+,2786,1,cyaA
3990998,3993736,+,2739,1,cyaA
3992630,3993736,+,1107,1,cyaA
3993701,3994083,-,383,1,cyaY
3994415,3997961,+,3547,5,yifL:yigA:yigB:dapF:xerC
3994490,3997961,+,3472,5,yifL:yigA:yigB:xerC:dapF
3997906,4000256,+,2351,1,uvrD
3999554,4000256,+,703,1,uvrD
4001064,4002417,+,1354,1,corA
4001141,4002417,+,1277,1,corA
4001191,4002417,+,1227,1,corA
4003230,4004725,-,1496,2,rarD:yigI
